Column1;stress;reaction_time;id_user;physical_activity;airplane_mode;surrounding_sound;screen;battery_level;completion_time;day_of_week;mobile_data;delivery_time;wifi;interruptibility_level;stress_level;charge_status;notification_ringtone;current_activity;priority_current_activity;id_user_1;attention_level;emotions;timestamp;interaction_others
4;0;30/11/2023 11:30;Ep2LC68YIjMF97rWUWRW;0;FALSO;90.30873108;FALSO;86;30/11/2023 11:30;4;FALSO;30/11/2023 11:12;VERDADERO;5;1;FALSO;2;Otros;3;Ep2LC68YIjMF97rWUWRW;;;30/11/2023 11:12;
5;0;30/11/2023 10:42;Ep2LC68YIjMF97rWUWRW;0;FALSO;70.75134277;FALSO;87;30/11/2023 10:42;4;FALSO;30/11/2023 10:42;VERDADERO;3;1;FALSO;2;Trabajar;3;Ep2LC68YIjMF97rWUWRW;3;{'fearful': 0.00828965167356597, 'disgusted': 0.0010895020867715867, 'angry': 0.03830508180803599, 'sad': 0.3768521692077576, 'surprised': 0.002607696335718302, 'neutral': 0.5548311083724625, 'happy': 0.018024786340686806};30/11/2023 10:42;0
6;0;;Ep2LC68YIjMF97rWUWRW;0;FALSO;60.93770599;FALSO;88;;4;FALSO;30/11/2023 10:12;VERDADERO;;2;FALSO;2;;;Ep2LC68YIjMF97rWUWRW;;;30/11/2023 10:12;
7;0;;Ep2LC68YIjMF97rWUWRW;0;FALSO;77.78603363;FALSO;90;;4;FALSO;30/11/2023 09:42;VERDADERO;;4;FALSO;2;;;Ep2LC68YIjMF97rWUWRW;;;30/11/2023 09:42;
8;0;;IRe1FM7QipWVKWTEORJu;0;FALSO;81.20337677;FALSO;70;;2;FALSO;5/12/2023 16:55;VERDADERO;;2;FALSO;2;;;IRe1FM7QipWVKWTEORJu;3;{'fearful': 5.042114580472172e-06, 'disgusted': 0.007412723157205529, 'angry': 0.007205996705970897, 'sad': 0.01718299639490933, 'surprised': 0.017039671914818696, 'neutral': 0.947734903626972, 'happy': 0.003418675029889316};5/12/2023 16:55;0
9;0;5/12/2023 16:25;IRe1FM7QipWVKWTEORJu;0;FALSO;86.7279892;VERDADERO;72;5/12/2023 16:26;2;FALSO;5/12/2023 16:25;VERDADERO;3;3;FALSO;2;Hablar;4;IRe1FM7QipWVKWTEORJu;3;{'fearful': 0.012749381899619416, 'disgusted': 0.04061933102578711, 'angry': 0.18007840266434913, 'sad': 0.037292682570662185, 'surprised': 0.01940150597495564, 'neutral': 0.3179394191659124, 'happy': 0.3919192801453967};5/12/2023 16:25;0
10;0;5/12/2023 16:03;IRe1FM7QipWVKWTEORJu;1;FALSO;90.30873108;FALSO;74;5/12/2023 16:03;2;FALSO;5/12/2023 15:55;VERDADERO;4;5;FALSO;2;Trabajar;3;IRe1FM7QipWVKWTEORJu;;;5/12/2023 15:55;
11;0;5/12/2023 15:30;IRe1FM7QipWVKWTEORJu;0;FALSO;73.18691254;FALSO;76;5/12/2023 15:31;2;FALSO;5/12/2023 15:25;VERDADERO;3;5;FALSO;2;Hablar;2;IRe1FM7QipWVKWTEORJu;;;5/12/2023 15:25;
19;1;;IRe1FM7QipWVKWTEORJu;0;FALSO;74.47075653;FALSO;94;;2;FALSO;5/12/2023 10:17;VERDADERO;;5;FALSO;2;;;IRe1FM7QipWVKWTEORJu;;;5/12/2023 10:17;
20;0;;SAOXbQtictzpnIbCFZv1;0;FALSO;85.66828918;FALSO;84;;2;FALSO;21/11/2023 14:58;VERDADERO;;4;FALSO;2;;;SAOXbQtictzpnIbCFZv1;3;{'fearful': 1.5132302295956838e-06, 'disgusted': 0.027255257460443286, 'angry': 0.5446763676531322, 'sad': 0.26990287519418804, 'surprised': 8.496034510898564e-06, 'neutral': 0.15770971556745092, 'happy': 0.00044577077968908555};21/11/2023 14:58;0
21;0;21/11/2023 13:30;SAOXbQtictzpnIbCFZv1;0;FALSO;69.19689178;FALSO;87;21/11/2023 13:30;2;FALSO;21/11/2023 13:28;VERDADERO;4;2;FALSO;2;Hablar;2;SAOXbQtictzpnIbCFZv1;3;;21/11/2023 13:27;
22;0;21/11/2023 12:59;SAOXbQtictzpnIbCFZv1;0;FALSO;77.23188782;FALSO;89;21/11/2023 13:00;2;FALSO;21/11/2023 12:58;VERDADERO;5;3;FALSO;2;Leer;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 6.8891109655249365e-06, 'disgusted': 0.0002930529408747681, 'angry': 0.0014655406892525795, 'sad': 0.03504642790094755, 'surprised': 8.626669053779518e-05, 'neutral': 0.9624112424940834, 'happy': 0.0006905702832823231};21/11/2023 12:57;0
23;0;21/11/2023 12:28;SAOXbQtictzpnIbCFZv1;0;FALSO;70.43061066;FALSO;90;21/11/2023 12:29;2;FALSO;21/11/2023 12:28;VERDADERO;4;3;FALSO;2;Hablar;2;SAOXbQtictzpnIbCFZv1;3;;21/11/2023 12:27;
24;0;21/11/2023 11:58;SAOXbQtictzpnIbCFZv1;0;FALSO;62.7849884;FALSO;91;21/11/2023 11:58;2;FALSO;21/11/2023 11:58;VERDADERO;5;2;FALSO;2;Leer;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0.003773248879634982, 'disgusted': 0.0045884517280504805, 'angry': 0.06970889114507103, 'sad': 0.28931575074357957, 'surprised': 0.0025077386885036684, 'neutral': 0.6239535071068064, 'happy': 0.006152421564563775};21/11/2023 11:57;0
25;0;21/11/2023 11:29;SAOXbQtictzpnIbCFZv1;0;FALSO;59.60915375;FALSO;93;21/11/2023 11:30;2;FALSO;21/11/2023 11:28;VERDADERO;4;3;FALSO;2;Leer;3;SAOXbQtictzpnIbCFZv1;3;{'fearful': 2.5952525218963768e-05, 'disgusted': 9.975056746170066e-05, 'angry': 0.014986037857064857, 'sad': 0.24941995914923784, 'surprised': 0.00015542302568449903, 'neutral': 0.7296810021069623, 'happy': 0.005631874193178999};21/11/2023 11:27;0
26;0;21/11/2023 10:58;SAOXbQtictzpnIbCFZv1;0;FALSO;79.38272095;FALSO;94;21/11/2023 10:58;2;FALSO;21/11/2023 10:58;VERDADERO;3;2;FALSO;2;Estudiar;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0.0005267726922007236, 'disgusted': 0.10081766674096039, 'angry': 0.15835112241481078, 'sad': 0.28783863462093806, 'surprised': 0.004588200058267766, 'neutral': 0.3332013865160156, 'happy': 0.11467620661252437};21/11/2023 10:57;0
27;0;21/11/2023 10:28;SAOXbQtictzpnIbCFZv1;0;FALSO;61.19884109;FALSO;95;21/11/2023 10:28;2;FALSO;21/11/2023 10:28;VERDADERO;4;2;FALSO;2;Estudiar;4;SAOXbQtictzpnIbCFZv1;3;{'fearful': 8.825013291466595e-07, 'disgusted': 6.907475316833887e-06, 'angry': 0.017261185274928904, 'sad': 0.03797450799947097, 'surprised': 0.00013579668389516238, 'neutral': 0.9446107664350732, 'happy': 9.948451513817595e-06};21/11/2023 10:27;0
28;0;21/11/2023 09:59;SAOXbQtictzpnIbCFZv1;0;FALSO;60.12932205;FALSO;96;21/11/2023 09:59;2;FALSO;21/11/2023 09:58;VERDADERO;3;2;FALSO;2;Estudiar;4;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0.004845722641996795, 'disgusted': 0.009785600019905066, 'angry': 0.008713933836690765, 'sad': 0.23713009293408643, 'surprised': 0.0002001916200850856, 'neutral': 0.719336290451649, 'happy': 0.019988179272831013};21/11/2023 09:57;0
29;0;21/11/2023 09:28;SAOXbQtictzpnIbCFZv1;0;FALSO;52.74979401;FALSO;98;21/11/2023 09:28;2;FALSO;21/11/2023 09:28;VERDADERO;4;2;FALSO;2;Leer;4;SAOXbQtictzpnIbCFZv1;3;{'fearful': 5.949902793933824e-06, 'disgusted': 0.0006406053623729319, 'angry': 0.019248746945266203, 'sad': 0.08823370692380708, 'surprised': 0.0014283228048931206, 'neutral': 0.8714207503106445, 'happy': 0.019021919041459015};21/11/2023 09:27;0
30;0;17/11/2023 13:38;SAOXbQtictzpnIbCFZv1;0;FALSO;66.13707733;FALSO;39;17/11/2023 13:38;5;FALSO;17/11/2023 13:28;VERDADERO;5;5;FALSO;2;Hablar;1;SAOXbQtictzpnIbCFZv1;;;17/11/2023 13:29;-1
31;1;17/11/2023 12:52;SAOXbQtictzpnIbCFZv1;0;FALSO;66.54718018;FALSO;41;17/11/2023 12:52;5;FALSO;17/11/2023 12:49;VERDADERO;4;5;FALSO;2;Leer;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 2.7362246583090277e-12, 'disgusted': 4.867954372933525e-10, 'angry': 2.021473477498148e-07, 'sad': 9.851832238894076e-09, 'surprised': 7.859396333742552e-08, 'neutral': 0.9999995231628418, 'happy': 7.765930831737933e-08};17/11/2023 12:49;0
32;0;17/11/2023 12:09;SAOXbQtictzpnIbCFZv1;1;FALSO;62.04867554;FALSO;43;17/11/2023 12:09;5;FALSO;17/11/2023 12:08;VERDADERO;3;4;FALSO;2;Leer;4;SAOXbQtictzpnIbCFZv1;2;{'fearful': 5.467060484876107e-11, 'disgusted': 2.04034069639647e-08, 'angry': 1.4207270169208641e-06, 'sad': 1.7309228894646367e-07, 'surprised': 3.992401161667658e-06, 'neutral': 0.9999940395355225, 'happy': 3.535036796620261e-07};17/11/2023 12:09;0
33;0;17/11/2023 11:29;SAOXbQtictzpnIbCFZv1;0;FALSO;71.70470428;FALSO;45;17/11/2023 11:29;5;FALSO;17/11/2023 11:28;VERDADERO;4;1;FALSO;2;Programar;3;SAOXbQtictzpnIbCFZv1;0;{'fearful': 1.754193908709567e-05, 'disgusted': 0.000640378799289465, 'angry': 0.002655081683769822, 'sad': 0.0023920589592307806, 'surprised': 0.0010505042737349868, 'neutral': 0.9183493852615356, 'happy': 0.0748949646949768};17/11/2023 11:29;0
34;0;17/11/2023 10:49;SAOXbQtictzpnIbCFZv1;0;FALSO;63.40523148;FALSO;46;17/11/2023 10:49;5;FALSO;17/11/2023 10:48;VERDADERO;4;3;FALSO;2;Programar;3;SAOXbQtictzpnIbCFZv1;2;;17/11/2023 10:49;-1
35;0;;Sh5dn1jKmJfX7NtRSf78;0;FALSO;74.02963257;VERDADERO;40;;1;FALSO;4/12/2023 13:22;VERDADERO;;5;FALSO;2;;;Sh5dn1jKmJfX7NtRSf78;;;4/12/2023 13:22;
36;0;4/12/2023 12:52;Sh5dn1jKmJfX7NtRSf78;0;FALSO;63.69950104;VERDADERO;43;4/12/2023 12:52;1;FALSO;4/12/2023 12:52;VERDADERO;4;4;FALSO;2;En el teléfono;3;Sh5dn1jKmJfX7NtRSf78;;;4/12/2023 12:52;
37;0;4/12/2023 12:22;Sh5dn1jKmJfX7NtRSf78;0;FALSO;61.9728775;FALSO;46;4/12/2023 12:23;1;FALSO;4/12/2023 12:22;VERDADERO;3;2;FALSO;2;Ver vídeos;3;Sh5dn1jKmJfX7NtRSf78;;;4/12/2023 12:22;
38;0;4/12/2023 11:11;Sh5dn1jKmJfX7NtRSf78;0;FALSO;66.82077026;VERDADERO;53;4/12/2023 11:11;1;FALSO;4/12/2023 11:09;VERDADERO;5;2;FALSO;2;En el teléfono;2;Sh5dn1jKmJfX7NtRSf78;;;4/12/2023 11:08;
39;0;4/12/2023 10:47;Sh5dn1jKmJfX7NtRSf78;0;FALSO;58.58837891;VERDADERO;50;4/12/2023 10:47;1;FALSO;4/12/2023 10:38;VERDADERO;4;2;VERDADERO;2;Estudiar;3;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 2.5932089808833325e-10, 'disgusted': 1.3379731171880849e-05, 'angry': 0.00026962929405272007, 'sad': 0.9932926893234253, 'surprised': 1.7738956969992614e-08, 'neutral': 0.006205516867339611, 'happy': 0.0002188423095503822};4/12/2023 10:38;0
40;0;;Sh5dn1jKmJfX7NtRSf78;0;FALSO;67.78686523;FALSO;56;;1;FALSO;27/11/2023 16:18;VERDADERO;;5;FALSO;2;;;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.009570099927576459, 'disgusted': 0.004577649160904395, 'angry': 0.05416651021201128, 'sad': 0.041557954013726965, 'surprised': 0.0046463237047228234, 'neutral': 0.8740957707930838, 'happy': 0.011385688305894388};27/11/2023 16:18;0
41;0;27/11/2023 15:49;Sh5dn1jKmJfX7NtRSf78;0;FALSO;77.48847198;FALSO;57;27/11/2023 15:49;1;FALSO;27/11/2023 15:49;VERDADERO;4;2;FALSO;2;Leer;2;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.013287215607538674, 'disgusted': 0.0026493234300263846, 'angry': 0.17125859310181107, 'sad': 0.14569369578098956, 'surprised': 0.05836841512735547, 'neutral': 0.5938164008299024, 'happy': 0.014926384858932402};27/11/2023 15:48;0
42;0;27/11/2023 15:18;Sh5dn1jKmJfX7NtRSf78;0;FALSO;65.09095764;FALSO;59;27/11/2023 15:19;1;FALSO;27/11/2023 15:18;VERDADERO;2;3;FALSO;2;Escribir/Comprobar correos electrónicos;3;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.002441547669849103, 'disgusted': 0.029311024255440386, 'angry': 0.017015979894394045, 'sad': 0.1166555108127846, 'surprised': 0.003385179829881155, 'neutral': 0.7890930217432066, 'happy': 0.04209772810120033};27/11/2023 15:18;0
43;0;27/11/2023 14:48;Sh5dn1jKmJfX7NtRSf78;0;FALSO;66.02494049;FALSO;61;27/11/2023 14:49;1;FALSO;27/11/2023 14:48;VERDADERO;5;1;FALSO;2;Ver vídeos;1;Sh5dn1jKmJfX7NtRSf78;;;27/11/2023 14:48;
44;0;;Sh5dn1jKmJfX7NtRSf78;0;FALSO;74.07098389;FALSO;65;;1;FALSO;27/11/2023 13:59;VERDADERO;;1;FALSO;2;;;Sh5dn1jKmJfX7NtRSf78;3;;27/11/2023 13:59;
45;0;27/11/2023 13:39;Sh5dn1jKmJfX7NtRSf78;1;FALSO;75.44936371;FALSO;66;27/11/2023 13:40;1;FALSO;27/11/2023 13:29;VERDADERO;4;1;FALSO;2;Programar;4;Sh5dn1jKmJfX7NtRSf78;;;27/11/2023 13:29;
46;0;27/11/2023 12:59;Sh5dn1jKmJfX7NtRSf78;0;FALSO;58.7302742;FALSO;67;27/11/2023 13:00;1;FALSO;27/11/2023 12:59;VERDADERO;4;1;FALSO;2;Otros;4;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.0014892882537019536, 'disgusted': 0.0008906185347314888, 'angry': 0.06642738230024965, 'sad': 0.425593432612144, 'surprised': 0.002634613531225473, 'neutral': 0.47357186001653856, 'happy': 0.02939280962368684};27/11/2023 12:59;0
47;0;27/11/2023 11:10;Sh5dn1jKmJfX7NtRSf78;0;FALSO;53.73272324;FALSO;73;27/11/2023 11:10;1;FALSO;27/11/2023 11:09;VERDADERO;3;3;FALSO;2;Trabajar;2;;;;;
48;1;27/11/2023 10:39;Sh5dn1jKmJfX7NtRSf78;0;FALSO;52.01945877;FALSO;76;27/11/2023 10:39;1;FALSO;27/11/2023 10:39;VERDADERO;1;5;FALSO;2;En el teléfono;4;;;;;
49;0;20/12/2023 12:34;U1pFqzoeTEI4roTUtXRE;0;FALSO;64.2170639;FALSO;24;20/12/2023 12:34;3;FALSO;20/12/2023 12:30;VERDADERO;2;3;FALSO;2;Programar;4;U1pFqzoeTEI4roTUtXRE;3;;20/12/2023 12:30;
50;0;20/12/2023 12:00;U1pFqzoeTEI4roTUtXRE;0;FALSO;61.61973953;FALSO;25;20/12/2023 12:00;3;FALSO;20/12/2023 12:00;VERDADERO;2;3;FALSO;2;Programar;4;U1pFqzoeTEI4roTUtXRE;3;;20/12/2023 12:00;
51;0;20/12/2023 11:30;U1pFqzoeTEI4roTUtXRE;0;FALSO;64.72066498;FALSO;27;20/12/2023 11:30;3;FALSO;20/12/2023 11:30;VERDADERO;2;2;FALSO;2;Leer;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.00020110110959153612, 'disgusted': 0.01545595096960459, 'angry': 0.17571946008639977, 'sad': 0.07408354401944534, 'surprised': 0.0059669870828458595, 'neutral': 0.7234160864506575, 'happy': 0.005156879722301923};20/12/2023 11:30;0
52;0;20/12/2023 11:00;U1pFqzoeTEI4roTUtXRE;0;FALSO;63.20937347;FALSO;28;20/12/2023 11:00;3;FALSO;20/12/2023 11:00;VERDADERO;2;2;FALSO;2;Programar;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.0006496787822126545, 'disgusted': 0.026029315060960852, 'angry': 0.1092100020863914, 'sad': 0.019066293047347114, 'surprised': 0.019691748563933024, 'neutral': 0.8090481768761362, 'happy': 0.016304778442385474};20/12/2023 11:00;0
53;0;20/12/2023 10:30;U1pFqzoeTEI4roTUtXRE;0;FALSO;62.52262497;FALSO;29;20/12/2023 10:31;3;FALSO;20/12/2023 10:30;VERDADERO;2;2;FALSO;2;Leer;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 5.5948910184915644e-05, 'disgusted': 0.09283343764608225, 'angry': 0.030468311960768397, 'sad': 0.4389660647138953, 'surprised': 0.0005222142198420622, 'neutral': 0.35664771031588316, 'happy': 0.08050630800919732};20/12/2023 10:30;0
54;0;20/12/2023 10:00;U1pFqzoeTEI4roTUtXRE;0;FALSO;60;FALSO;31;20/12/2023 10:00;3;FALSO;20/12/2023 10:00;VERDADERO;2;2;FALSO;2;Programar;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.002308818663745646, 'disgusted': 0.026966466621272465, 'angry': 0.11150292665976794, 'sad': 0.1267670362888436, 'surprised': 0.0016064439739061382, 'neutral': 0.7268067889678177, 'happy': 0.004041519884780503};20/12/2023 10:00;0
55;1;;U1pFqzoeTEI4roTUtXRE;0;FALSO;70.72864532;FALSO;37;;2;FALSO;19/12/2023 12:31;VERDADERO;;5;FALSO;2;;;;;;;
56;0;19/12/2023 12:19;U1pFqzoeTEI4roTUtXRE;0;FALSO;60.21447754;FALSO;39;19/12/2023 12:19;2;FALSO;19/12/2023 12:01;VERDADERO;3;3;FALSO;2;Trabajar;4;;;;;
57;0;19/12/2023 11:34;U1pFqzoeTEI4roTUtXRE;0;FALSO;61.48169708;FALSO;41;19/12/2023 11:34;2;FALSO;19/12/2023 11:31;VERDADERO;3;4;FALSO;2;Programar;4;;;;;
58;0;19/12/2023 11:01;U1pFqzoeTEI4roTUtXRE;0;FALSO;49.03572845;FALSO;43;19/12/2023 11:01;2;FALSO;19/12/2023 11:01;VERDADERO;3;3;FALSO;2;Trabajar;3;;;;;
59;0;19/12/2023 10:31;U1pFqzoeTEI4roTUtXRE;0;FALSO;64.41784668;FALSO;44;19/12/2023 10:31;2;FALSO;19/12/2023 10:31;VERDADERO;4;3;FALSO;2;En el teléfono;2;;;;;
60;0;19/12/2023 10:01;U1pFqzoeTEI4roTUtXRE;0;FALSO;64.93981171;FALSO;45;19/12/2023 10:01;2;FALSO;19/12/2023 10:01;VERDADERO;4;3;FALSO;2;Escribir/Comprobar correos electrónicos;3;;;;;
61;0;18/12/2023 13:14;U1pFqzoeTEI4roTUtXRE;0;FALSO;66.66088104;FALSO;66;18/12/2023 13:14;1;FALSO;18/12/2023 13:12;VERDADERO;3;5;FALSO;2;Leer;3;U1pFqzoeTEI4roTUtXRE;3;;18/12/2023 13:12;
63;0;18/12/2023 12:12;U1pFqzoeTEI4roTUtXRE;0;FALSO;65.70664215;FALSO;69;18/12/2023 12:13;1;FALSO;18/12/2023 12:12;VERDADERO;4;5;FALSO;2;Trabajar;3;U1pFqzoeTEI4roTUtXRE;3;;18/12/2023 12:12;
64;0;18/12/2023 11:50;U1pFqzoeTEI4roTUtXRE;0;FALSO;64.92996979;FALSO;70;18/12/2023 11:50;1;FALSO;18/12/2023 11:42;VERDADERO;3;5;FALSO;2;Programar;3;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.0002860874143916482, 'disgusted': 0.04332578967876416, 'angry': 0.19647695408275465, 'sad': 0.48744085166030204, 'surprised': 0.001625132311812212, 'neutral': 0.2665968007999114, 'happy': 0.0042483823053553};18/12/2023 11:42;0
65;0;;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;76.84968567;FALSO;74;;4;FALSO;7/12/2023 15:52;VERDADERO;;2;FALSO;2;;;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 3.0077852308070736e-06, 'disgusted': 0.00013717736548185403, 'angry': 0.04287023575100292, 'sad': 0.10620618658197795, 'surprised': 2.9475154158713016e-06, 'neutral': 0.849706224894718, 'happy': 0.0010741941583872422};7/12/2023 15:52;0
66;0;7/12/2023 15:22;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;75.78456116;FALSO;75;7/12/2023 15:22;4;FALSO;7/12/2023 15:22;VERDADERO;4;2;FALSO;2;Trabajar;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 3.4873041678040407e-07, 'disgusted': 7.394672486705343e-05, 'angry': 5.405143917869315e-05, 'sad': 0.6653088877598444, 'surprised': 4.2404142320011024e-05, 'neutral': 0.33419351954580634, 'happy': 0.0003268478251916563};7/12/2023 15:22;0
67;0;7/12/2023 14:48;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;68.64334869;VERDADERO;80;7/12/2023 14:48;4;FALSO;7/12/2023 14:43;VERDADERO;2;2;FALSO;2;Trabajar;4;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 14:43;0
68;0;7/12/2023 14:13;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;70.18673706;FALSO;83;7/12/2023 14:14;4;FALSO;7/12/2023 14:13;VERDADERO;4;2;FALSO;2;Escribir/Comprobar correos electrónicos;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 14:13;0
69;0;;XXc0xwy4ZQpL3SM8pfiZ;1;FALSO;90.28298187;FALSO;84;;4;FALSO;7/12/2023 13:43;VERDADERO;;3;FALSO;2;;;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 13:43;0
70;0;7/12/2023 13:13;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;80.90645599;VERDADERO;86;7/12/2023 13:13;4;FALSO;7/12/2023 13:13;VERDADERO;1;2;FALSO;2;Comer;2;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 13:13;0
71;0;7/12/2023 12:47;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;73.68074036;FALSO;88;7/12/2023 12:48;4;FALSO;7/12/2023 12:43;VERDADERO;3;2;FALSO;2;Trabajar;4;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 12:43;0
72;0;7/12/2023 12:15;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;58.72021484;VERDADERO;90;7/12/2023 12:15;4;FALSO;7/12/2023 12:13;VERDADERO;3;1;FALSO;2;Trabajar;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 12:13;0
73;0;7/12/2023 11:45;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;65.63430023;FALSO;92;7/12/2023 11:45;4;FALSO;7/12/2023 11:43;VERDADERO;4;1;FALSO;2;Trabajar;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 11:43;0
74;0;7/12/2023 11:13;XXc0xwy4ZQpL3SM8pfiZ;0;FALSO;71.49220276;FALSO;93;7/12/2023 11:13;4;FALSO;7/12/2023 11:13;VERDADERO;3;3;FALSO;2;Trabajar;4;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 11:13;0
75;0;7/12/2023 10:47;XXc0xwy4ZQpL3SM8pfiZ;1;FALSO;83.21296692;FALSO;95;7/12/2023 10:47;4;FALSO;7/12/2023 10:43;VERDADERO;5;2;FALSO;2;Comer;1;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 10:43;0
76;1;;XgGpKa0LW74g5jxci1DF;1;FALSO;78.09647369;FALSO;31;;3;FALSO;6/12/2023 16:24;VERDADERO;;5;FALSO;2;;;XgGpKa0LW74g5jxci1DF;;;6/12/2023 16:24;
82;0;6/12/2023 13:20;XgGpKa0LW74g5jxci1DF;1;FALSO;67.76557922;FALSO;43;6/12/2023 13:21;3;FALSO;6/12/2023 13:20;VERDADERO;4;2;FALSO;2;Escribir/Comprobar correos electrónicos;4;XgGpKa0LW74g5jxci1DF;;;6/12/2023 13:20;
83;0;6/12/2023 13:08;XgGpKa0LW74g5jxci1DF;1;FALSO;79.35657501;FALSO;46;6/12/2023 13:08;3;FALSO;6/12/2023 12:50;VERDADERO;2;5;FALSO;2;Comer;2;XgGpKa0LW74g5jxci1DF;;;6/12/2023 12:50;
86;0;6/12/2023 11:01;XgGpKa0LW74g5jxci1DF;0;FALSO;76.73913574;FALSO;54;6/12/2023 11:01;3;FALSO;6/12/2023 11:01;VERDADERO;5;5;FALSO;2;Trabajar;5;XgGpKa0LW74g5jxci1DF;;;6/12/2023 11:00;
87;0;6/12/2023 10:26;XgGpKa0LW74g5jxci1DF;1;FALSO;77.58421326;FALSO;58;6/12/2023 10:26;3;FALSO;6/12/2023 10:25;VERDADERO;4;4;FALSO;2;Trabajar;4;XgGpKa0LW74g5jxci1DF;3;{'fearful': 0.004889444780981368, 'disgusted': 0.0009853551071702124, 'angry': 0.13429548867749805, 'sad': 0.19978995841497985, 'surprised': 0.002337454266335743, 'neutral': 0.6529657508318241, 'happy': 0.004736539546617389};6/12/2023 10:25;0
88;0;6/12/2023 09:56;XgGpKa0LW74g5jxci1DF;1;FALSO;80.52985382;FALSO;60;6/12/2023 09:56;3;FALSO;6/12/2023 09:55;VERDADERO;2;4;FALSO;2;Trabajar;4;XgGpKa0LW74g5jxci1DF;;;6/12/2023 09:55;
