Column1;stress;reaction_time;id_user;physical_activity;airplane_mode;surrounding_sound;screen;battery_level;completion_time;day_of_week;mobile_data;delivery_time;wifi;interruptibility_level;stress_level;charge_status;notification_ringtone;current_activity;priority_current_activity;id_user_1;attention_level;emotions;timestamp;interaction_others
204;0;;gMoPizShoBD8dMUl4Phi;0;FALSO;77.51280212;FALSO;69;;5;FALSO;1/12/2023 10:05;VERDADERO;;1;FALSO;2;;;gMoPizShoBD8dMUl4Phi;3;{'fearful': 5.380561757722164e-05, 'disgusted': 0.06563074393780206, 'angry': 0.15158415650069437, 'sad': 0.32740468286031466, 'surprised': 0.000640994226671789, 'neutral': 0.4332119152859377, 'happy': 0.021473716256009693};1/12/2023 10:05;0
205;0;28/11/2023 12:58;gMoPizShoBD8dMUl4Phi;0;FALSO;64.57314301;VERDADERO;64;28/11/2023 12:58;2;FALSO;28/11/2023 12:58;VERDADERO;3;2;VERDADERO;2;Descansar;2;gMoPizShoBD8dMUl4Phi;3;{'fearful': 0.012505652711415266, 'disgusted': 0.010863592833719522, 'angry': 0.045334188207676, 'sad': 0.26342822158296525, 'surprised': 0.0015937212627469216, 'neutral': 0.4638450934854618, 'happy': 0.20242954283249823};28/11/2023 12:58;0
206;0;28/11/2023 12:28;gMoPizShoBD8dMUl4Phi;0;FALSO;53.90963745;FALSO;58;28/11/2023 12:29;2;FALSO;28/11/2023 12:28;VERDADERO;3;5;VERDADERO;2;Leer;3;gMoPizShoBD8dMUl4Phi;3;{'fearful': 0.0014397592522638757, 'disgusted': 0.008987310316327376, 'angry': 0.12987195345592156, 'sad': 0.08724364891099429, 'surprised': 1.2639431336772044e-05, 'neutral': 0.7687307183962099, 'happy': 0.0037139770749863477};28/11/2023 12:28;0
207;0;;gMoPizShoBD8dMUl4Phi;0;FALSO;68.75501251;FALSO;50;;2;FALSO;28/11/2023 11:58;VERDADERO;;4;VERDADERO;2;;;gMoPizShoBD8dMUl4Phi;;;28/11/2023 11:58;
208;0;28/11/2023 11:28;gMoPizShoBD8dMUl4Phi;0;FALSO;63.9511261;FALSO;43;28/11/2023 11:28;2;FALSO;28/11/2023 11:28;VERDADERO;3;4;VERDADERO;2;Estudiar;4;gMoPizShoBD8dMUl4Phi;3;{'fearful': 5.271766747751438e-06, 'disgusted': 0.00034577069962346877, 'angry': 0.0475222005003716, 'sad': 0.0414722071474775, 'surprised': 0.00034033893610538465, 'neutral': 0.9041841857103726, 'happy': 0.006130017320605277};28/11/2023 11:28;0
209;0;;gMoPizShoBD8dMUl4Phi;0;FALSO;72.72172546;FALSO;30;;2;FALSO;28/11/2023 10:34;VERDADERO;;4;VERDADERO;2;;;gMoPizShoBD8dMUl4Phi;3;{'fearful': 1.7750773295688305e-08, 'disgusted': 2.7830385107563416e-08, 'angry': 0.0008910703472793102, 'sad': 0.01680060103535652, 'surprised': 1.1095493391621858e-05, 'neutral': 0.9822951555252075, 'happy': 2.012938466577907e-06};28/11/2023 10:34;0
212;0;;szRMTRYT7Yt33RjxB53V;0;FALSO;90.30873108;VERDADERO;62;;3;FALSO;22/11/2023 13:49;VERDADERO;;2;FALSO;2;;;szRMTRYT7Yt33RjxB53V;;{'fearful': 3.675455664446196e-05, 'disgusted': 0.0027425688707201816, 'angry': 0.008590732933953404, 'sad': 0.011286845479238156, 'surprised': 0.00414400521512448, 'neutral': 0.8623795111974081, 'happy': 0.11081954588492711};22/11/2023 13:49;0
213;0;22/11/2023 13:19;szRMTRYT7Yt33RjxB53V;0;FALSO;63.25725937;FALSO;64;22/11/2023 13:19;3;FALSO;22/11/2023 13:19;VERDADERO;4;1;FALSO;2;Programar;4;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0.0001315778645221144, 'disgusted': 0.0012418978149071336, 'angry': 0.2976078987121582, 'sad': 0.01437391433864832, 'surprised': 0.0020819681230932474, 'neutral': 0.5698019862174988, 'happy': 0.11476082354784012};22/11/2023 13:19;0
214;0;22/11/2023 12:49;szRMTRYT7Yt33RjxB53V;0;FALSO;55.07165909;FALSO;65;22/11/2023 12:49;3;FALSO;22/11/2023 12:49;VERDADERO;3;1;FALSO;2;Leer;3;szRMTRYT7Yt33RjxB53V;;{'fearful': 3.0997978494456957e-06, 'disgusted': 0.0732476500231769, 'angry': 0.40877993777394295, 'sad': 0.003280178571003489, 'surprised': 0.0006949481958145043, 'neutral': 0.4883214980363846, 'happy': 0.025672641349956393};22/11/2023 12:49;0
215;0;22/11/2023 12:19;szRMTRYT7Yt33RjxB53V;0;FALSO;53.67893982;FALSO;66;22/11/2023 12:19;3;FALSO;22/11/2023 12:19;VERDADERO;3;1;FALSO;2;Leer;3;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0.0003462711669719454, 'disgusted': 0.0012544474011519924, 'angry': 0.051964324064708, 'sad': 0.3663620663185914, 'surprised': 0.003954578023694921, 'neutral': 0.5116739546259244, 'happy': 0.06444438236455123};22/11/2023 12:19;0
216;0;22/11/2023 11:49;szRMTRYT7Yt33RjxB53V;0;FALSO;54.5345459;FALSO;67;22/11/2023 11:49;3;FALSO;22/11/2023 11:49;VERDADERO;3;1;FALSO;2;Trabajar;3;szRMTRYT7Yt33RjxB53V;;;22/11/2023 11:49;
217;0;22/11/2023 11:19;szRMTRYT7Yt33RjxB53V;0;FALSO;53.66094208;FALSO;69;22/11/2023 11:19;3;FALSO;22/11/2023 11:19;VERDADERO;3;1;FALSO;2;En el teléfono;2;szRMTRYT7Yt33RjxB53V;3;;22/11/2023 11:19;
218;0;22/11/2023 10:49;szRMTRYT7Yt33RjxB53V;0;FALSO;67.04750824;FALSO;70;22/11/2023 10:49;3;FALSO;22/11/2023 10:49;VERDADERO;4;1;FALSO;2;Trabajar;3;szRMTRYT7Yt33RjxB53V;3;{'fearful': 7.904552465896833e-07, 'disgusted': 0.005327794823488622, 'angry': 0.10809569669337096, 'sad': 0.16235866928741413, 'surprised': 0.00010888080741651555, 'neutral': 0.7053026936786905, 'happy': 0.018805469459824628};22/11/2023 10:49;0
219;0;22/11/2023 10:19;szRMTRYT7Yt33RjxB53V;0;FALSO;68.03490448;FALSO;71;22/11/2023 10:19;3;FALSO;22/11/2023 10:19;VERDADERO;4;1;FALSO;2;Programar;4;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0.002171248183362737, 'disgusted': 0.02066404073611855, 'angry': 0.22207746944250933, 'sad': 0.12640310672625835, 'surprised': 0.0004350679031763112, 'neutral': 0.4877841451567145, 'happy': 0.14046492353793566};22/11/2023 10:19;0
220;1;22/11/2023 09:49;szRMTRYT7Yt33RjxB53V;0;FALSO;69.81882477;FALSO;73;22/11/2023 09:49;3;FALSO;22/11/2023 09:49;VERDADERO;5;5;FALSO;2;Programar;4;szRMTRYT7Yt33RjxB53V;;;22/11/2023 09:49;
221;0;15/11/2023 12:01;szRMTRYT7Yt33RjxB53V;0;FALSO;77.27359009;FALSO;65;15/11/2023 12:01;3;FALSO;15/11/2023 12:01;VERDADERO;4;2;FALSO;2;Trabajar;3;szRMTRYT7Yt33RjxB53V;;;15/11/2023 12:01;-1
222;0;15/11/2023 11:21;szRMTRYT7Yt33RjxB53V;0;FALSO;59.60915375;FALSO;67;15/11/2023 11:21;3;FALSO;15/11/2023 11:21;VERDADERO;4;1;FALSO;2;En el teléfono;1;szRMTRYT7Yt33RjxB53V;;;15/11/2023 11:21;-1
223;0;15/11/2023 10:41;szRMTRYT7Yt33RjxB53V;1;FALSO;70.46191406;FALSO;69;15/11/2023 10:41;3;FALSO;15/11/2023 10:41;VERDADERO;4;1;FALSO;2;Programar;3;szRMTRYT7Yt33RjxB53V;2;{'fearful': 9.101877584960505e-11, 'disgusted': 1.7476070368616092e-08, 'angry': 0.0013953922316432, 'sad': 1.5796678098922712e-07, 'surprised': 2.2767326299799606e-06, 'neutral': 0.9985709190368652, 'happy': 3.125329749309458e-05};15/11/2023 10:41;0
224;0;15/11/2023 10:01;szRMTRYT7Yt33RjxB53V;1;FALSO;66.12420654;FALSO;71;15/11/2023 10:01;3;FALSO;15/11/2023 10:01;VERDADERO;4;2;FALSO;2;Leer;2;szRMTRYT7Yt33RjxB53V;3;;15/11/2023 10:01;-1
225;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;67.74423218;FALSO;50;;1;FALSO;11/12/2023 16:40;VERDADERO;;3;FALSO;1;;;vv3rbjOggOgrA7nCX4Gx;;;11/12/2023 16:40;
226;0;11/12/2023 16:10;vv3rbjOggOgrA7nCX4Gx;0;FALSO;61.49633026;FALSO;52;11/12/2023 16:10;1;FALSO;11/12/2023 16:10;VERDADERO;2;3;FALSO;1;Leer;3;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 6.790466040594115e-05, 'disgusted': 0.001551990722039894, 'angry': 0.08993843772138159, 'sad': 0.0571866304089781, 'surprised': 0.0015849160913982512, 'neutral': 0.5479137003421783, 'happy': 0.3017563934748372};11/12/2023 16:10;0
227;0;11/12/2023 15:57;vv3rbjOggOgrA7nCX4Gx;0;FALSO;67.99001312;FALSO;55;11/12/2023 15:57;1;FALSO;11/12/2023 15:40;VERDADERO;2;2;FALSO;1;Leer;4;vv3rbjOggOgrA7nCX4Gx;3;;11/12/2023 15:40;
228;0;11/12/2023 15:11;vv3rbjOggOgrA7nCX4Gx;0;FALSO;73.84459686;FALSO;56;11/12/2023 15:12;1;FALSO;11/12/2023 15:10;VERDADERO;2;2;FALSO;1;Trabajar;4;vv3rbjOggOgrA7nCX4Gx;;;11/12/2023 15:10;
229;0;11/12/2023 14:56;vv3rbjOggOgrA7nCX4Gx;0;FALSO;79.4653244;FALSO;58;11/12/2023 14:56;1;FALSO;11/12/2023 14:42;VERDADERO;5;2;FALSO;1;Programar;4;;;;;
230;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;89.95600891;FALSO;72;;1;VERDADERO;11/12/2023 11:56;VERDADERO;;2;FALSO;1;;;vv3rbjOggOgrA7nCX4Gx;;;11/12/2023 11:56;
231;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;78.27627563;FALSO;74;;1;VERDADERO;11/12/2023 11:26;VERDADERO;;4;FALSO;1;;;vv3rbjOggOgrA7nCX4Gx;;;11/12/2023 11:26;
232;0;11/12/2023 10:56;vv3rbjOggOgrA7nCX4Gx;1;FALSO;79.25117493;FALSO;75;11/12/2023 10:56;1;VERDADERO;11/12/2023 10:56;VERDADERO;3;5;FALSO;1;Leer;2;vv3rbjOggOgrA7nCX4Gx;;;11/12/2023 10:56;
233;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;78.05636597;FALSO;77;;1;VERDADERO;11/12/2023 10:26;VERDADERO;;3;FALSO;1;;;vv3rbjOggOgrA7nCX4Gx;;;11/12/2023 10:26;
234;0;11/12/2023 09:56;vv3rbjOggOgrA7nCX4Gx;0;FALSO;69.5453186;FALSO;80;11/12/2023 09:57;1;FALSO;11/12/2023 09:56;VERDADERO;3;2;FALSO;2;Estudiar;2;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.00017935081655763598, 'disgusted': 0.000385568499407541, 'angry': 0.3453960421741511, 'sad': 0.2089157722052429, 'surprised': 0.018188547005330298, 'neutral': 0.4127915305125901, 'happy': 0.014143188126213473};11/12/2023 09:56;0
235;0;11/12/2023 09:26;vv3rbjOggOgrA7nCX4Gx;0;FALSO;66.63664246;FALSO;81;11/12/2023 09:26;1;FALSO;11/12/2023 09:26;VERDADERO;4;2;FALSO;2;Programar;4;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.0015671662822759336, 'disgusted': 0.006165994056715363, 'angry': 0.38584890926722437, 'sad': 0.19011447567027062, 'surprised': 0.0003742808594182634, 'neutral': 0.35565378330647945, 'happy': 0.06027540005379706};11/12/2023 09:26;0
236;0;;vv3rbjOggOgrA7nCX4Gx;0;FALSO;62.05553055;FALSO;87;;4;FALSO;7/12/2023 13:29;VERDADERO;;2;FALSO;2;;;vv3rbjOggOgrA7nCX4Gx;;;7/12/2023 13:29;
241;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;64.58851624;FALSO;95;;4;FALSO;7/12/2023 10:44;VERDADERO;;1;FALSO;2;;;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.0030783155741521914, 'disgusted': 0.028949549228357123, 'angry': 0.16937500054610682, 'sad': 0.05945827967133526, 'surprised': 0.0011014193565821238, 'neutral': 0.3521978468357009, 'happy': 0.3858395830972032};7/12/2023 10:44;0
242;0;7/12/2023 10:14;vv3rbjOggOgrA7nCX4Gx;0;FALSO;90.30873108;FALSO;96;7/12/2023 10:15;4;FALSO;7/12/2023 10:14;VERDADERO;3;1;FALSO;2;Trabajar;3;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.000850109668615802, 'disgusted': 0.019557357253940748, 'angry': 0.01819588933793215, 'sad': 0.03880809396846785, 'surprised': 0.011009501656524702, 'neutral': 0.8452307403645896, 'happy': 0.0663483084061661};7/12/2023 10:14;0
243;0;;vv3rbjOggOgrA7nCX4Gx;0;FALSO;72.78973389;FALSO;97;;4;FALSO;7/12/2023 09:44;VERDADERO;;1;FALSO;2;;;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 1.4881106546968778e-06, 'disgusted': 0.000725721434142143, 'angry': 5.4928614814322425e-05, 'sad': 0.0009768612227016534, 'surprised': 0.0014497865960274947, 'neutral': 0.9766875361092388, 'happy': 0.020103681417758985};7/12/2023 09:44;0
244;0;;vv3rbjOggOgrA7nCX4Gx;0;FALSO;80.58361816;FALSO;97;;2;FALSO;28/11/2023 14:29;VERDADERO;;5;VERDADERO;2;;;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.0003796248891569366, 'disgusted': 0.00765408849705079, 'angry': 0.03499799107548816, 'sad': 0.5212768186481729, 'surprised': 0.0007901998115804699, 'neutral': 0.3300509407439031, 'happy': 0.10485035112002856};28/11/2023 14:29;0
245;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;84.33175659;FALSO;99;;2;FALSO;28/11/2023 13:29;VERDADERO;;5;FALSO;2;;;vv3rbjOggOgrA7nCX4Gx;;;28/11/2023 13:29;
246;0;;vv3rbjOggOgrA7nCX4Gx;1;FALSO;77.03861237;FALSO;100;;2;FALSO;28/11/2023 13:01;VERDADERO;;1;FALSO;2;;;;;;;
247;0;;vv3rbjOggOgrA7nCX4Gx;0;FALSO;59.52700043;FALSO;100;;2;FALSO;28/11/2023 12:29;VERDADERO;;3;VERDADERO;2;;;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 2.618102521748171e-05, 'disgusted': 0.025734336737435373, 'angry': 0.07822329441722954, 'sad': 0.329797601843693, 'surprised': 0.0005462705216016776, 'neutral': 0.5234110272665419, 'happy': 0.042261271831771405};28/11/2023 12:29;0
248;0;;vv3rbjOggOgrA7nCX4Gx;0;FALSO;59.57273865;FALSO;100;;2;FALSO;28/11/2023 11:59;VERDADERO;;3;VERDADERO;2;;;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.01706727413694289, 'disgusted': 0.023787196654514748, 'angry': 0.019173916734871455, 'sad': 0.07482525459136015, 'surprised': 0.2847588614983228, 'neutral': 0.5358107984066011, 'happy': 0.04457671940326691};28/11/2023 11:59;0
249;0;;vv3rbjOggOgrA7nCX4Gx;0;FALSO;62.92876434;FALSO;100;;2;FALSO;28/11/2023 11:29;VERDADERO;;2;FALSO;2;;;vv3rbjOggOgrA7nCX4Gx;;;28/11/2023 11:29;
250;0;6/12/2023 16:12;x34qiVGIqBRhVKKzWz9T;0;FALSO;75.59481812;FALSO;67;6/12/2023 16:12;3;FALSO;6/12/2023 16:04;VERDADERO;3;2;FALSO;2;Trabajar;1;;;;;
251;0;6/12/2023 15:34;x34qiVGIqBRhVKKzWz9T;0;FALSO;62.13741302;VERDADERO;69;6/12/2023 15:34;3;FALSO;6/12/2023 15:34;VERDADERO;5;2;FALSO;2;Trabajar;3;x34qiVGIqBRhVKKzWz9T;3;{'fearful': 0.00010455318543041793, 'disgusted': 7.91813263780686e-05, 'angry': 0.029143438426360392, 'sad': 0.1337023238865576, 'surprised': 0.0008705031928554622, 'neutral': 0.7816920465124504, 'happy': 0.054407951985181835};6/12/2023 15:34;0
252;0;6/12/2023 15:10;x34qiVGIqBRhVKKzWz9T;0;FALSO;70.03760529;FALSO;72;6/12/2023 15:10;3;FALSO;6/12/2023 15:04;VERDADERO;3;3;FALSO;2;Trabajar;3;x34qiVGIqBRhVKKzWz9T;3;{'fearful': 0.0010268091818927826, 'disgusted': 0.0020246524369502026, 'angry': 0.5545178078114987, 'sad': 0.26450669351761463, 'surprised': 0.004073815661271008, 'neutral': 0.12454405660682824, 'happy': 0.049306215843535034};6/12/2023 15:04;0
253;1;;x34qiVGIqBRhVKKzWz9T;0;FALSO;90.19184113;FALSO;74;;3;FALSO;6/12/2023 14:34;VERDADERO;;5;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 14:34;
254;1;6/12/2023 14:05;x34qiVGIqBRhVKKzWz9T;0;FALSO;70.24835205;FALSO;76;6/12/2023 14:05;3;FALSO;6/12/2023 14:04;VERDADERO;3;2;FALSO;2;Comer;4;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 14:04;
255;0;;x34qiVGIqBRhVKKzWz9T;1;FALSO;80.63301849;FALSO;78;;3;FALSO;6/12/2023 13:34;VERDADERO;;3;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 13:34;
256;0;;x34qiVGIqBRhVKKzWz9T;1;FALSO;79.11183167;FALSO;79;;3;FALSO;6/12/2023 13:04;VERDADERO;;4;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 13:04;
257;0;;x34qiVGIqBRhVKKzWz9T;0;FALSO;74.87019348;FALSO;81;;3;VERDADERO;6/12/2023 12:34;VERDADERO;;5;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 12:34;
258;0;6/12/2023 11:56;x34qiVGIqBRhVKKzWz9T;0;FALSO;65.3575058;FALSO;85;6/12/2023 11:57;3;FALSO;6/12/2023 11:56;VERDADERO;3;2;FALSO;2;Otros;4;x34qiVGIqBRhVKKzWz9T;3;{'fearful': 9.170275507235975e-07, 'disgusted': 0.0014423651405770308, 'angry': 0.0158748896331996, 'sad': 0.020163484373359675, 'surprised': 0.004324584863985078, 'neutral': 0.924489294940775, 'happy': 0.033704468795804125};6/12/2023 11:56;0
259;0;;x34qiVGIqBRhVKKzWz9T;0;FALSO;73.50640106;FALSO;87;;3;FALSO;6/12/2023 11:26;VERDADERO;;2;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 11:26;
260;1;;x34qiVGIqBRhVKKzWz9T;0;FALSO;64.80599213;FALSO;89;;3;FALSO;6/12/2023 10:56;VERDADERO;;3;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;{'fearful': 2.8365382931383465e-08, 'disgusted': 9.550150934956037e-06, 'angry': 0.9812520742416382, 'sad': 0.0018037357367575169, 'surprised': 8.971942406788003e-06, 'neutral': 0.008485508151352406, 'happy': 0.008440050296485424};6/12/2023 10:56;0
262;0;;x34qiVGIqBRhVKKzWz9T;1;FALSO;69.25095367;FALSO;94;;3;FALSO;6/12/2023 09:50;VERDADERO;;3;FALSO;2;;;x34qiVGIqBRhVKKzWz9T;;;6/12/2023 09:50;
263;0;;yKRSZtXXsS8BkhepdZhy;0;FALSO;72.48564148;FALSO;86;;5;FALSO;24/11/2023 12:57;VERDADERO;;5;FALSO;2;;;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 2.5084177149303777e-07, 'disgusted': 1.7265963769663717e-05, 'angry': 0.000664957956331591, 'sad': 0.39297138020629063, 'surprised': 2.915120055679843e-05, 'neutral': 0.5618725838130558, 'happy': 0.04444442013027583};24/11/2023 12:58;0
264;0;24/11/2023 12:28;yKRSZtXXsS8BkhepdZhy;0;FALSO;84.45484924;FALSO;87;24/11/2023 12:28;5;FALSO;24/11/2023 12:27;VERDADERO;1;5;FALSO;2;Trabajar;5;yKRSZtXXsS8BkhepdZhy;3;;24/11/2023 12:28;
265;0;;yKRSZtXXsS8BkhepdZhy;0;FALSO;85.116539;FALSO;88;;5;FALSO;24/11/2023 11:57;VERDADERO;;5;FALSO;2;;;yKRSZtXXsS8BkhepdZhy;;;24/11/2023 11:58;
266;0;24/11/2023 11:51;yKRSZtXXsS8BkhepdZhy;0;FALSO;69.7540741;FALSO;90;24/11/2023 11:51;5;FALSO;24/11/2023 11:27;VERDADERO;1;4;FALSO;2;Estudiar;5;yKRSZtXXsS8BkhepdZhy;3;;24/11/2023 11:28;
267;1;24/11/2023 10:58;yKRSZtXXsS8BkhepdZhy;0;FALSO;90.30873108;FALSO;91;24/11/2023 10:58;5;FALSO;24/11/2023 10:57;VERDADERO;5;5;FALSO;2;Leer;2;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 4.001109542262071e-05, 'disgusted': 0.0032527178050258954, 'angry': 0.010497423121705651, 'sad': 0.6869350364431739, 'surprised': 0.00016860585503764014, 'neutral': 0.28962386725470424, 'happy': 0.009482383517024573};24/11/2023 10:58;0
268;0;;yKRSZtXXsS8BkhepdZhy;0;FALSO;66.78107452;FALSO;92;;5;FALSO;24/11/2023 10:28;VERDADERO;;2;FALSO;2;;;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 1.1051564279845089e-05, 'disgusted': 0.000616427707427647, 'angry': 0.003479921144909375, 'sad': 0.7779836846249444, 'surprised': 0.0001773285626427423, 'neutral': 0.20783444821634994, 'happy': 0.009897151120899901};24/11/2023 10:28;0
269;0;24/11/2023 10:10;yKRSZtXXsS8BkhepdZhy;1;FALSO;68.595047;FALSO;93;24/11/2023 10:10;5;FALSO;24/11/2023 09:58;VERDADERO;1;2;FALSO;2;Trabajar;5;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 0.0015688901250021032, 'disgusted': 0.06903720423889477, 'angry': 0.06284314109625685, 'sad': 0.24466901438127384, 'surprised': 0.024485646619669833, 'neutral': 0.5580165618280021, 'happy': 0.039379547218997765};24/11/2023 09:58;0
270;0;;yKRSZtXXsS8BkhepdZhy;0;FALSO;80.69577026;FALSO;94;;5;FALSO;24/11/2023 09:28;VERDADERO;;1;FALSO;2;;;yKRSZtXXsS8BkhepdZhy;3;;24/11/2023 09:28;
271;0;24/11/2023 09:24;yKRSZtXXsS8BkhepdZhy;0;FALSO;78.84809875;FALSO;96;24/11/2023 09:25;5;FALSO;24/11/2023 08:58;VERDADERO;2;4;FALSO;2;Estudiar;5;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 3.374627766561389e-05, 'disgusted': 0.0029306646556506166, 'angry': 0.0394253209233284, 'sad': 0.15906650573015213, 'surprised': 0.02982262405566871, 'neutral': 0.6948746889829636, 'happy': 0.073846525978297};24/11/2023 08:58;0
